time(100ns)   time_stamp(ms)    frame eye_valid_L   eye_valid_R   openness_L    openness_R    pupil_diameter_L(mm)  pupil_diameter_R(mm)  pos_sensor_L.x    pos_sensor_L.y    pos_sensor_R.x    pos_sensor_R.y    gaze_origin_L.x(mm)   gaze_origin_L.y(mm)   gaze_origin_L.z(mm)   gaze_origin_R.x(mm)   gaze_origin_R.y(mm)   gaze_origin_R.z(mm)   gaze_direct_L.x   gaze_direct_L.y   gaze_direct_L.z   gaze_direct_R.x   gaze_direct_R.y   gaze_direct_R.z   gaze_sensitive    frown_L   frown_R   squeeze_L squeeze_R wide_L    wide_R    distance_valid_C  distance_C(mm)    track_imp_cnt
638227775328421033  1205626   28895    31  31  1   1   4.460007 4.601196 0.4736789   0.545708   0.4723482   0.4984584   34.11757  2.072739  -30.36702  -30.79494  3.63858  -31.20877  -0.02200317  0.004516602  0.9997406  0.03936768  -0.02156067  0.9989777  1   0  0  0    0    0.538324   0.538324   False 0   0
638227775328540714  1205643   28897    31  31  1   1   4.444214 4.604355 0.474202   0.5472102   0.47212   0.4987462   34.0979  2.041611  -30.308  -30.79424  3.649506  -31.34761  -0.02084351  -0.003082275  0.9997711  0.04071045  -0.01708984  0.9990234  1   0  0  0    0    0.5525281   0.5525281   False 0   0
638227775328720236  1205651   28898    31  31  1   1   4.504639 4.599319 0.4742723   0.546424   0.4722045   0.4987611   34.09769  2.033478  -30.28804  -30.80043  3.669342  -31.31819  -0.02168274  0.004211426  0.9997406  0.04168701  -0.02423096  0.9988251  1   0  0  0    0    0.5601511   0.5601511   False 0   0
638227775328855239  1205668   28900    31  31  1   1   4.412964 4.63707 0.4724415   0.5468126   0.4715475   0.4990195   34.12386  2.104797  -30.50697  -30.79904  3.707489  -31.41858  -0.0138855  -0.002868652  0.9998932  0.04618835  -0.02876282  0.9985046  1   0  0  0    0    0.5365912   0.5365912   False 0   0
638227775329050175  1205684   28902    31  31  1   1   4.468796 4.582977 0.469555   0.5475532   0.4691257   0.4976428   34.18045  2.270813  -31.03577  -30.76636  3.7034  -31.43465  -0.006988525  -0.01393127  0.9998779  0.0552063  -0.016922  0.9983215  1   0  0  0    0    0.5359968   0.5359968   False 0   0
638227775329269589  1205709   28905    31  31  1   1   4.386917 4.610565 0.4747202   0.5446382   0.4755607   0.4971251   34.01842  2.183945  -30.54695  -30.93947  3.811401  -31.68616  -0.0025177  -0.004196167  0.9999847  0.05223083  -0.02349854  0.9983521  1   0  0  0    0    0.494974   0.494974   False 0   0
638227775329498974  1205718   28906    31  31  1   1   4.424423 4.716095 0.5159419   0.5331667   0.5178053   0.4819926   33.21638  2.49295  -30.71288  -31.54822  4.043381  -31.63992  -0.1006927  0.01852417  0.9947357  -0.1010437  0.02764893  0.9944916  1   0  0  0    0    0.5200359   0.5200359   False 0   0
638227775329638598  1205743   28909    31  31  1   1   4.543304 4.826904 0.5885523   0.5119777   0.5823885   0.4615386   31.94307  2.881302  -30.81189  -32.63089  4.481171  -31.98174  -0.3066711  0.1005402  0.9464722  -0.2921295  0.09594727  0.9515381  1   0  0  0    0    0.3805555   0.3805555   False 0   0
638227775329758281  1205751   28910    31  31  1   1   4.562302 4.834641 0.6329856   0.506459   0.6233805   0.449953   31.17479  3.090073  -31.16513  -33.27629  4.775208  -32.37358  -0.4255524  0.124176  0.8963623  -0.41539  0.1375275  0.8991699  1   0  0  0    0    0.3166483   0.3166483   False 0   0
638227775329873375  1205768   28912    31  31  1   1   4.609314 4.919876 0.6384014   0.5057638   0.6251274   0.4492163   31.15341  3.102829  -31.22208  -33.31561  4.773682  -32.39799  -0.45755  0.1337738  0.8790436  -0.4172058  0.1452332  0.8971252  1   0  0  0    0    0.3012125   0.3012125   False 0   0
638227775329963719  1205776   28913    31  31  1   1   4.507324 4.940445 0.634096   0.5063385   0.6215904   0.4520218   31.25999  3.077423  -31.17775  -33.28915  4.714417  -32.34959  -0.4536285  0.131546  0.8814087  -0.3999176  0.1357269  0.9064331  1   0  0  0    0    0.2929285   0.2929285   False 0   0
638227775330083405  1205784   28914    31  31  1   1   4.585571 4.813431 0.6256127   0.5072405   0.6178549   0.4559335   31.41847  2.996704  -31.10999  -33.22928  4.640656  -32.30115  -0.4355011  0.1400146  0.8892212  -0.3895569  0.1219025  0.9128876  1   0  0  0    0    0.3012961   0.3012961   False 0   0
638227775330223028  1205801   28916    31  31  1   1   4.567322 4.809402 0.622152   0.5080324   0.615365   0.4571061   31.45534  2.947754  -31.08963  -33.1937  4.586365  -32.28212  -0.4204559  0.1439362  0.895813  -0.3811646  0.1254272  0.9159546  1   0  0  0    0    0.3369692   0.3369692   False 0   0
638227775330319777  1205818   28918    31  31  1   1   4.573181 4.821655 0.62047   0.5107807   0.6127238   0.460239   31.49651  2.911545  -31.06122  -33.15359  4.530579  -32.24449  -0.419693  0.1304321  0.8982391  -0.3731384  0.1141815  0.9207153  1   0  0  0    0    0.401815   0.401815   False 0   0
638227775330434818  1205834   28920    31  31  1   1   4.651794 4.7901 0.6148374   0.5138687   0.6084058   0.4634611   31.60875  2.85611  -31.00363  -33.11296  4.465973  -32.19522  -0.4099731  0.1169128  0.9045563  -0.3535461  0.1025238  0.9297638  1   0  0  0    0    0.3839819   0.3839819   False 0   0
638227775330614332  1205843   28921    31  31  1   1   4.606781 4.7323 0.6134342   0.5131522   0.6062912   0.4631906   31.63412  2.841232  -31.00226  -33.08511  4.443359  -32.18448  -0.405777  0.1255951  0.9052887  -0.3457184  0.1085968  0.9320221  1   0  0  0    0    0.3744113   0.3744113   False 0   0
638227775330753956  1205851   28922    31  31  1   1   4.670731 4.796951 0.6090389   0.5148311   0.6036448   0.4629843   31.68848  2.807281  -30.96465  -33.04279  4.423996  -32.1669  -0.3895264  0.1179657  0.9134216  -0.3377075  0.1137848  0.9343414  1   0  0  0    0    0.3475641   0.3475641   False 0   0
638227775330873646  1205876   28925    31  31  1   1   4.692062 4.599396 0.6013942   0.5162629   0.5952468   0.4627324   31.84866  2.765213  -30.9106  -32.88051  4.405411  -32.10364  -0.3764343  0.1130066  0.9195099  -0.3197479  0.1141357  0.9405975  1   0  0  0    0    0.2998822   0.2998822   False 0   0
638227775331057831  1205884   28926    31  31  1   1   4.588379 4.694305 0.5971723   0.5174972   0.5925497   0.4635898   31.89897  2.740402  -30.88341  -32.8317  4.391541  -32.07822  -0.3581696  0.1055298  0.9276581  -0.3130341  0.1101074  0.9433289  1   0  0  0    0    0.3269247   0.3269247   False 0   0
638227775331227379  1205901   28928    31  31  1   1   4.548447 4.741531 0.5903669   0.5179657   0.5859427   0.4675716   32.03587  2.705139  -30.84184  -32.73289  4.325806  -32.01541  -0.3439636  0.1065369  0.9329071  -0.2913818  0.09301758  0.9520569  1   0  0  0    0    0.3442605   0.3442605   False 0   0
638227775331386957  1205909   28929    31  31  1   1   4.494843 4.660049 0.5876068   0.5188327   0.5830948   0.4674746   32.08142  2.688248  -30.82335  -32.7012  4.312653  -31.99733  -0.3353271  0.1017151  0.9365845  -0.2792358  0.09457397  0.9555511  1   0  0  0    0    0.3535642   0.3535642   False 0   0
638227775331516615  1205934   28932    31  31  1   1   4.554642 4.681625 0.582923   0.5190524   0.5779086   0.467336   32.16841  2.651917  -30.80229  -32.63107  4.294235  -31.96672  -0.3243866  0.1077423  0.9397583  -0.2600098  0.09732056  0.9606781  1   0  0  0    0    0.3857891   0.3857891   False 0   0
638227775331636290  1205943   28933    31  31  1   1   4.452759 4.68959 0.5798222   0.5200189   0.5769218   0.4693811   32.22919  2.633621  -30.77962  -32.58627  4.285339  -31.94852  -0.3166351  0.1018829  0.9430542  -0.2644196  0.08404541  0.9607239  1   0  0  0    0    0.3945376   0.3945376   False 0   0
638227775331835754  1205968   28936    31  31  1   1   4.546555 4.662903 0.5700525   0.5222269   0.5686309   0.4693137   32.40593  2.599258  -30.71252  -32.45657  4.238434  -31.90439  -0.2924957  0.08781433  0.9522095  -0.2379303  0.09205627  0.9669037  1   0  0  0    0    0.436068   0.436068   False 0   0
638227775331985358  1205984   28938    31  31  1   1   4.485519 4.589188 0.5650442   0.5223128   0.5645235   0.4692061   32.46535  2.575241  -30.70998  -32.35965  4.219788  -31.88416  -0.2703552  0.09120178  0.9584198  -0.2331085  0.09568787  0.9677277  1   0  0  0    0    0.4728464   0.4728464   False 0   0
638227775332164872  1205993   28939    31  31  1   1   4.489059 4.651016 0.5632203   0.5219518   0.56063   0.4713482   32.50529  2.569565  -30.70313  -32.33701  4.19104  -31.85326  -0.2673187  0.09468079  0.9589386  -0.2108459  0.08465576  0.9738312  1   0  0  0    0    0.4694695   0.4694695   False 0   0
638227775332394260  1206009   28941    31  31  1   1   4.535828 4.634644 0.5581632   0.5224489   0.5566643   0.4723521   32.60059  2.544067  -30.68266  -32.25653  4.168655  -31.8338  -0.2553558  0.09567261  0.9620972  -0.2027435  0.0814209  0.9758301  1   0  0  0    0    0.4819267   0.4819267   False 0   0
638227775332533897  1206034   28944    31  31  1   1   4.431198 4.554993 0.549688   0.5260032   0.5493891   0.4727958   32.73767  2.480743  -30.6496  -32.14308  4.125839  -31.80272  -0.2277069  0.07972717  0.9704437  -0.1791687  0.08547974  0.9800873  1   0  0  0    0    0.5245128   0.5245128   False 0   0
638227775332643600  1206034   28944    31  31  1   1   4.450897 4.585754 0.5476964   0.526853   0.5470292   0.4733323   32.78964  2.467392  -30.65161  -32.06834  4.114105  -31.78856  -0.2267609  0.07684326  0.9709015  -0.1810608  0.08413696  0.9798584  1   0  0  0    0    0.5245128   0.5245128   False 0   0
638227775332843066  1206043   28945    31  31  1   1   4.257568 4.728226 0.5397019   0.5289106   0.5414321   0.4761809   32.9077  2.34108  -30.62555  -31.98546  4.060883  -31.75458  -0.1963959  0.08909607  0.9764557  -0.1613159  0.07495117  0.9840393  1   0  0  0    0    0.5437797   0.5437797   False 0   0
638227775332972711  1206068   28948    31  31  1   1   4.414795 4.618057 0.539944   0.5312181   0.540177   0.4769672   32.94077  2.325211  -30.66237  -31.95804  4.046814  -31.74675  -0.2084808  0.08032227  0.9747162  -0.1594238  0.07144165  0.9846039  1   0  0  0    0    0.543613   0.543613   False 0   0
638227775333162204  1206093   28951    31  31  1   1   4.289413 4.491882 0.538105   0.5328803   0.5377082   0.4782412   32.96365  2.317291  -30.70683  -31.92197  4.006409  -31.74327  -0.1994781  0.07098389  0.9773254  -0.1509094  0.07089233  0.9859924  1   0  0  0    0    0.573667   0.573667   False 0   0
638227775333321789  1206109   28953    31  31  1   1   4.313629 4.607147 0.535866   0.53315   0.5377143   0.4804461   32.97504  2.319244  -30.74377  -31.90834  3.974091  -31.74039  -0.1858063  0.07066345  0.9800415  -0.154129  0.06388855  0.9859772  1   0  0  0    0    0.6009108   0.6009108   False 0   0
638227775333421519  1206118   28954    31  31  1   1   4.317978 4.589645 0.5360562   0.5329988   0.5369698   0.4803213   32.9778  2.319962  -30.74751  -31.90443  3.965332  -31.73926  -0.1879578  0.07203674  0.9795227  -0.1497498  0.06661987  0.9864655  1   0  0  0    0    0.60685   0.60685   False 0   0
638227775333620980  1206134   28956    31  31  1   1   4.323837 4.602509 0.5359285   0.5326351   0.5366001   0.4808165   32.97984  2.319244  -30.74377  -31.895  3.95517  -31.73566  -0.187561  0.07484436  0.9793854  -0.1494293  0.06542969  0.9866028  1   0  0  0    0    0.5675125   0.5675125   False 0   0
638227775333840394  1206151   28958    31  31  1   1   4.347137 4.598602 0.5341322   0.5305337   0.5354984   0.4810239   33.02364  2.275482  -30.53862  -31.88399  3.961563  -31.72896  -0.1865997  0.0879364  0.9784851  -0.1442719  0.06159973  0.9876099  1   0  0  0    0    0.5543449   0.5543449   False 0   0
638227775334201238  1206184   28962    31  31  1   1   4.470245 4.492615 0.4814724   0.5193512   0.4808632   0.4687027   33.96555  2.447937  -30.47699  -30.92532  4.072113  -31.47815  -0.03790283  0.1168823  0.9924164  0.008743286  0.1039429  0.9945374  1   0  0  0    0    0.6098166   0.6098166   False 0   0
638227775334400702  1206209   28965    31  31  1   1   4.332031 4.587494 0.4629624   0.5177581   0.4617338   0.4684111   34.30705  2.606293  -31.00827  -30.56815  4.041321  -31.31886  0.01330566  0.1211395  0.9925385  0.05789185  0.1040649  0.9928741  1   0  0  0    0    0.4476467   0.4476467   False 0   0
638227775334610139  1206234   28968    31  31  1   1   4.414352 4.52739 0.4426323   0.5211352   0.4365692   0.4685305   34.6666  2.708664  -31.48792  -30.15506  4.222626  -32.00328  0.07032776  0.1014099  0.9923401  0.1331024  0.102417  0.9857941  1   0  0  0    0    0.4878938   0.4878938   False 0   0
638227775334739840  1206251   28970    31  31  1   1   4.388016 4.680923 0.4430102   0.5180877   0.4384756   0.4658437   34.6548  2.662399  -31.14034  -30.19362  4.302124  -31.99519  0.07138062  0.1122284  0.9911041  0.1299744  0.1024017  0.9862061  1   0  0  0    0    0.500303   0.500303   False 0   0
638227775334959212  1206276   28973    31  31  1   1   4.391785 4.680359 0.4434255   0.5132037   0.4404705   0.4598691   34.649  2.727814  -30.95508  -30.21794  4.290024  -31.53314  0.07040405  0.1189575  0.990387  0.1229401  0.1187286  0.9852753  1   0  0  0    0    0.5908282   0.5908282   False 0   0
638227775335091430  1206293   28975    31  31  1   1   4.429169 4.550171 0.4440377   0.5122955   0.4414202   0.458781   34.63951  2.757965  -30.97493  -30.24178  4.253494  -31.32687  0.06817627  0.1197357  0.990448  0.1219482  0.1213379  0.9850769  1   0  0  0    0    0.5993129   0.5993129   False 0   0
638227775335201127  1206293   28975    31  31  1   1   4.456223 4.598709 0.4439794   0.5123776   0.4427824   0.4591621   34.63426  2.762512  -30.98039  -30.26489  4.250565  -31.34784  0.06987  0.1185913  0.9904785  0.1181793  0.1210785  0.9855804  1   0  0  0    0    0.5993129   0.5993129   False 0   0
638227775335384300  1206318   28978    31  31  1   1   4.428421 4.636597 0.4440377   0.5122955   0.442699   0.4588746   34.62901  2.767059  -30.98587  -30.27251  4.258987  -31.40817  0.07098389  0.1180573  0.9904633  0.1207275  0.1253357  0.984726  1   0  0  0    0    0.6423114   0.6423114   False 0   0
638227775335539558  1206326   28979    31  31  1   1   4.432571 4.63269 0.4450511   0.5121905   0.4426218   0.4589831   34.6266  2.770538  -30.99292  -30.28094  4.273544  -31.48074  0.06391907  0.118515  0.9908905  0.1231842  0.1256104  0.9843903  1   0  0  0    0    0.6500227   0.6500227   False 0   0
638227775335659228  1206351   28982    31  31  1   1   4.456802 4.597885 0.4478165   0.511946   0.4441202   0.4588943   34.61093  2.844696  -31.19557  -30.30229  4.2509  -31.40869  0.04690552  0.1152954  0.992218  0.1177521  0.1269531  0.9848785  1   0  0  0    0    0.6397683   0.6397683   False 0   0
638227775335758976  1206368   28984    31  31  1   1   4.432388 4.537994 0.4473428   0.511704   0.4452049   0.4589136   34.60925  2.83754  -31.18806  -30.30528  4.255157  -31.44232  0.0511322  0.1183472  0.9916534  0.1102448  0.1273651  0.9857025  1   0  0  0    0    0.6106141   0.6106141   False 0   0
638227775335888620  1206376   28985    31  31  1   1   4.451096 4.672363 0.446869   0.511462   0.44515   0.4593521   34.60979  2.830383  -31.18056  -30.30916  4.26033  -31.52177  0.05448914  0.1218719  0.9910431  0.1121674  0.1292419  0.9852448  1   0  0  0    0    0.5949677   0.5949677   False 0   0
638227775336061203  1206384   28986    31  31  1   1   4.457504 4.664246 0.4471573   0.5115113   0.4445001   0.4590884   34.61035  2.825317  -31.18806  -30.30605  4.246979  -31.51784  0.05209351  0.1234589  0.9909668  0.1160278  0.1343079  0.9841156  1   0  0  0    0    0.5984187   0.5984187   False 0   0
638227775336190858  1206401   28988    31  31  1   1   4.45665 4.664047 0.4469303   0.5115113   0.4452009   0.4590884   34.61255  2.830978  -31.19998  -30.30687  4.248642  -31.52318  0.05323792  0.1227264  0.9909973  0.1111603  0.1341858  0.9846954  1   0  0  0    0    0.6117487   0.6117487   False 0   0
638227775336410261  1206418   28990    31  31  1   1   4.467087 4.673355 0.4474466   0.5109909   0.4451922   0.4594279   34.60973  2.861969  -31.276  -30.30739  4.254974  -31.54446  0.05003357  0.1240082  0.9910126  0.1113586  0.131546  0.9850311  1   0  0  0    0    0.6423284   0.6423284   False 0   0
638227775336539917  1206434   28992    31  31  1   1   4.521545 4.805222 0.4486183   0.5100604   0.4452052   0.4583247   34.58533  2.907776  -31.30295  -30.32996  4.24736  -31.37604  0.04743958  0.12146  0.9914551  0.1181641  0.1316071  0.9842224  1   0  0  0    0    0.6411462   0.6411462   False 0   0
638227775336659596  1206451   28994    31  31  1   1   4.524796 4.681686 0.4475897   0.5079801   0.4469813   0.4575353   34.57008  2.883835  -31.18054  -30.33826  4.236496  -31.29851  0.05960083  0.1354828  0.9889832  0.1068726  0.1340485  0.9851837  1   0  0  0    0    0.6242492   0.6242492   False 0   0
638227775336769308  1206468   28996    31  31  1   1   4.52951 4.710846 0.448475   0.5075011   0.4463451   0.4559995   34.55789  2.900238  -31.18587  -30.35509  4.22966  -31.24138  0.0561676  0.1351929  0.989212  0.1159973  0.1436462  0.9828033  1   0  0  0    0    0.621302   0.621302   False 0   0
638227775336879015  1206468   28996    31  31  1   1   4.528915 4.79599 0.4482708   0.5075   0.4469927   0.4571758   34.56049  2.909882  -31.1936  -30.36095  4.206314  -31.14931  0.05702209  0.1330719  0.9894562  0.1135864  0.1355133  0.9842377  1   0  0  0    0    0.621302   0.621302   False 0   0
638227775337004319  1206484   28998    31  31  1   1   4.47699 4.633179 0.4479506   0.5075868   0.4478041   0.4567814   34.56859  2.922394  -31.18121  -30.36829  4.223892  -31.23323  0.05758667  0.1274872  0.9901581  0.1083832  0.1381073  0.9844666  1   0  0  0    0    0.6217596   0.6217596   False 0   0
638227775337094124  1206501   29000    31  31  1   1   4.609268 4.913086 0.4468712   0.5060579   0.4473529   0.4588482   34.55876  2.921585  -31.15877  -30.42477  4.21402  -31.56017  0.06782532  0.1395111  0.9878845  0.12677  0.1495056  0.9805908  1   0  0  0    0    0.3636999   0.3636999   False 0   0
638227775337204003  1206509   29001    31  31  1   1   4.424286 4.590881 0.4543068   0.5116228   0.4573053   0.4700683   34.51042  3.502258  -33.29659  -30.52467  4.354446  -32.49298  0.02462769  0.09101868  0.9955292  0.07661438  0.09002686  0.992981  1   0  0  0    0    0.2252056   0.2252056   False 0   0
638227775337309732  1206509   29001    31  25  1   1   4.359558 -1 0.4637653   0.5218997   0.4643096   0.4829475   34.23351  3.133774  -32.37814  -30.64189  4.49176  -33.41498  0.02714539  0.04695129  0.9985199  0  0  0  1   0  0  0    0    0.2252056   0.2252056   False 0   0
638227775337432578  1206534   29004    25  25  0.3881403   0   -1 -1 0.4892175   0.5650176   0.4806854   0.5454541   33.94824  8.331955  -54.34654  -30.97473  10.56396  -58.94415  0  0  0  0  0  0  1   0  0  0    0    0   0   False 0   0
638227775337538408  1206543   29005    8  24  0.3881403   0   -1 -1 -1   -1   0.4716525   0.5693583   33.94824  8.331955  -54.34654  -30.97473  10.56396  -58.94415  0  0  0  0  0  0  1   0  0  0    0    0   0   False 0   0
638227775337662827  1206551   29006    8  8  0.1718241   0   -1 -1 -1   -1   -1   -1   33.94824  8.331955  -54.34654  -30.97473  10.56396  -58.94415  0  0  0  0  0  0  1   0  0  0.1317882    0    0   0   False 0   0
638227775337757972  1206551   29006    8  8  0.1718241   0   -1 -1 -1   -1   -1   -1   33.94824  8.331955  -54.34654  -30.97473  10.56396  -58.94415  0  0  0  0  0  0  1   0  0  0.1317882    0    0   0   False 0   0
638227775337957325  1206576   29009    8  8  0.2262536   0   -1 -1 -1   -1   -1   -1   33.94824  8.331955  -54.34654  -30.97473  10.56396  -58.94415  0  0  0  0  0  0  1   0  0  0    0    0   0   False 0   0
638227775338086981  1206584   29010    8  24  0.2376638   0   -1 -1 -1   -1   0.4783381   0.6005156   33.94824  8.331955  -54.34654  -30.97473  10.56396  -58.94415  0  0  0  0  0  0  1   0  0  0    0    0   0   False 0   0
638227775338216637  1206609   29013    25  25  0.310609   0   -1 -1 0.4831342   0.6450976   0.4662237   0.5985919   33.9276  0.60466  -31.27885  -30.67355  1.973969  -31.68279  0  0  0  0  0  0  1   0  0  0    0    0   0   False 0   0
638227775338396155  1206617   29014    25  25  0.4390636   0.04076748   -1 -1 0.482898   0.6544064   0.4690821   0.5959215   33.71574  1.239639  -31.0704  -30.68546  2.53598  -31.53481  0  0  0  0  0  0  1   0  0  0    0    0   0   False 0   0
638227775338540841  1206642   29017    25  25  0.5803573   0.1660527   -1 -1 0.4790308   0.6572266   0.4675198   0.6021079   33.87941  1.083679  -31.13908  -30.74176  2.295166  -31.60997  0  0  0  0  0  0  1   0  0  0    0    0   0   False 0   0
638227775338720366  1206651   29018    25  25  0.6768187   0.2851939   -1 -1 0.4797893   0.6529378   0.469836   0.6037987   33.90514  0.9590454  -31.17137  -30.74939  2.196121  -31.63992  0  0  0  0  0  0  1   0  0  0    0    0   0   False 0   0
638227775338859381  1206667   29020    25  25  0.744359   0.3797534   -1 -1 0.4788854   0.6478013   0.4708219   0.6027548   33.98146  0.9429016  -31.16302  -30.7742  2.199402  -31.64539  0  0  0  0  0  0  1   0  0  0    0    0   0   False 0   0
638227775338989038  1206676   29021    31  31  0.744359   0.3797534   4.611053 4.781693 0.4756735   0.6420871   0.4743131   0.5961318   34.0181  0.9311066  -31.16168  -30.79138  2.220947  -31.63638  -0.02107239  -0.3482361  0.9371643  0.02772522  -0.3300476  0.9435425  1   0  0  0    0    0   0   False 0   0
638227775339109056  1206701   29024    31  31  0.7625202   0.5257955   4.569595 4.786194 0.4736679   0.6391551   0.4737033   0.5937535   34.04601  0.9383392  -31.15668  -30.80354  2.226761  -31.63741  -0.01292419  -0.3303528  0.9437561  0.03521729  -0.3155975  0.9482269  1   0  0  0    0    0   0   False 0   0
638227775339208792  1206701   29024    31  31  0.7625202   0.5257955   4.665512 4.794647 0.4722049   0.6369874   0.4733747   0.592747   34.05975  0.9446106  -31.15388  -30.81714  2.225204  -31.6386  -0.006072998  -0.316925  0.9484253  0.04110718  -0.3084717  0.9503326  1   0  0  0    0    0   0   False 0   0
638227775339408255  1206717   29026    31  31  0.7828064   0.5542046   4.646713 4.793549 0.4708696   0.636853   0.4730425   0.5901967   34.07269  0.9515228  -31.15283  -30.80884  2.22966  -31.63542  0.0006103516  -0.3178864  0.9481201  0.0413208  -0.2926483  0.9553223  1   0  0  0    0    0   0   False 0   0
638227775339537906  1206734   29028    31  31  0.773792   0.620823   4.771347 4.704315 0.4725751   0.6357248   0.4720348   0.5884277   34.11018  0.9455414  -31.15808  -30.80209  2.24617  -31.63336  -0.0229187  -0.3077393  0.9511871  0.04640198  -0.2851105  0.9573517  1   0  0  0    0    0   0   False 0   0
638227775339651075  1206751   29030    31  31  0.7687085   0.6794718   4.73819 4.771423 0.4707578   0.6345182   0.4723719   0.5882416   34.13802  0.9496155  -31.15688  -30.80357  2.262375  -31.62737  -0.01631165  -0.3006439  0.9535828  0.04467773  -0.2878265  0.9566345  1   0  0  0    0    0   0   False 0   0
638227775339838784  1206767   29032    31  31  0.7816198   0.6762776   4.742706 4.776138 0.4692754   0.6339743   0.4716969   0.5872174   34.14104  0.9559937  -31.15486  -30.79457  2.279709  -31.6245  -0.005935669  -0.2986908  0.9543152  0.04725647  -0.285202  0.9572906  1   0  0  0    0    0   0   False 0   0
638227775340048231  1206784   29034    31  31  0.7929255   0.6894274   4.824585 4.698151 0.4686132   0.6319828   0.4703136   0.586265   34.18196  0.9794006  -31.12973  -30.78683  2.294632  -31.62297  -0.01223755  -0.2921143  0.9562988  0.05488586  -0.2826538  0.9576416  1   0  0  0    0    0   0   False 0   0
638227775340197834  1206801   29036    31  31  0.7888501   0.6953022   4.828384 4.795242 0.4660854   0.6297001   0.4711383   0.58381   34.19002  1.039917  -31.12276  -30.79295  2.343765  -31.61519  0.004898071  -0.2918549  0.9564362  0.05088806  -0.2779999  0.9592285  1   0  0  0    0    0   0   False 0   0
638227775340307541  1206801   29036    31  31  0.7888501   0.6953022   4.794327 4.856323 0.4669822   0.6282197   0.4722638   0.5828362   34.18814  1.055344  -31.10976  -30.79385  2.37146  -31.6116  -0.0009460449  -0.2862701  0.9581451  0.04322815  -0.2779541  0.95961  1   0  0  0    0    0   0   False 0   0
638227775340516983  1206817   29038    31  31  0.7991309   0.7311361   4.748093 4.849762 0.4659029   0.6279845   0.4715847   0.5821604   34.20309  1.051483  -31.11888  -30.79141  2.388214  -31.60777  0.00352478  -0.2831879  0.9590454  0.04748535  -0.2776642  0.9594879  1   0  0  0    0    0   0   False 0   0
638227775340721502  1206842   29041    31  31  0.7933366   0.7157341   4.751022 4.8517 0.4976095   0.6339695   0.5003153   0.5900362   33.6048  0.9576569  -31.15341  -31.20039  2.242554  -31.68423  -0.07569885  -0.2959595  0.952179  -0.05645752  -0.2893982  0.9555359  1   0  0  0    0    0   0   False 0   0
638227775340948853  1206876   29045    31  31  0.8405533   0.6761051   4.76651 4.894775 0.5125043   0.6406403   0.5122558   0.5953072   33.39445  0.9200745  -31.19258  -31.41068  2.19342  -31.73196  -0.131546  -0.3274994  0.9356384  -0.08892822  -0.3086853  0.946991  1   0  0  0    0    0   0   False 0   0
638227775341078509  1206884   29046    31  31  0.841654   0.6997367   4.794891 4.900955 0.511566   0.6415662   0.5111677   0.5968521   33.4144  0.8923492  -31.19156  -31.41295  2.186203  -31.73102  -0.1301727  -0.3272247  0.9359283  -0.08027649  -0.3177032  0.9447784  1   0  0  0    0    0   0   False 0   0
638227775341279586  1206909   29049    31  31  0.840638   0.7043765   4.703674 4.877335 0.5060644   0.640091   0.5097438   0.5950282   33.49284  0.8858032  -31.18098  -31.39037  2.191788  -31.72658  -0.1091461  -0.3175659  0.941925  -0.07591248  -0.3074036  0.9485321  1   0  0  0    0    0   0   False 0   0
638227775341518920  1206917   29050    31  31  0.8324718   0.703601   4.699219 4.862976 0.5050449   0.6409726   0.509289   0.5948935   33.53183  0.8753357  -31.18323  -31.37534  2.191132  -31.72652  -0.111908  -0.3209076  0.9404602  -0.07652283  -0.3063202  0.9488373  1   0  0  0    0    0   0   False 0   0
638227775341648554  1206934   29052    31  31  0.8384767   0.7214682   4.770462 4.880554 0.5026994   0.6416571   0.5062632   0.5969824   33.57181  0.8505249  -31.17894  -31.33678  2.170761  -31.72534  -0.1056976  -0.3200378  0.9414825  -0.06420898  -0.3159332  0.9465942  1   0  0  0    0    0   0   False 0   0
638227775341758265  1206942   29053    31  31  0.8394308   0.7228996   4.77626 4.964478 0.5020807   0.6407399   0.5040931   0.5944256   33.59967  0.8416901  -31.18262  -31.30804  2.171188  -31.71973  -0.1085052  -0.311203  0.9441223  -0.05569458  -0.2994843  0.9524689  1   0  0  0    0    0   0   False 0   0
638227775341942842  1206959   29055    31  31  0.8358624   0.7283216   4.781937 5.033401 0.5008278   0.6396944   0.5035352   0.592369   33.62222  0.8703003  -31.17232  -31.29958  2.206329  -31.70699  -0.1051025  -0.3119659  0.9442444  -0.05369568  -0.2947083  0.954071  1   0  0  0    0    0   0   False 0   0
638227775342072488  1206976   29057    31  31  0.8239859   0.7302693   4.750519 4.914261 0.4981842   0.6372569   0.5036302   0.5915219   33.63034  0.8991699  -31.16203  -31.29369  2.224518  -31.70107  -0.08706665  -0.3036041  0.9488068  -0.05635071  -0.2939301  0.9541626  1   0  0  0    0    0   0   False 0   0
638227775342212113  1207001   29060    31  31  0.8301744   0.7508683   4.751495 4.86084 0.4982524   0.6349267   0.5029114   0.5898468   33.6524  0.9558868  -31.14783  -31.28337  2.239914  -31.69446  -0.09329224  -0.3023529  0.9486084  -0.05403137  -0.2869415  0.9564209  1   0  0  0    0    0   0   False 0   0
