time(100ns)   time_stamp(ms)    frame eye_valid_L   eye_valid_R   openness_L    openness_R    pupil_diameter_L(mm)  pupil_diameter_R(mm)  pos_sensor_L.x    pos_sensor_L.y    pos_sensor_R.x    pos_sensor_R.y    gaze_origin_L.x(mm)   gaze_origin_L.y(mm)   gaze_origin_L.z(mm)   gaze_origin_R.x(mm)   gaze_origin_R.y(mm)   gaze_origin_R.z(mm)   gaze_direct_L.x   gaze_direct_L.y   gaze_direct_L.z   gaze_direct_R.x   gaze_direct_R.y   gaze_direct_R.z   gaze_sensitive    frown_L   frown_R   squeeze_L squeeze_R wide_L    wide_R    distance_valid_C  distance_C(mm)    track_imp_cnt
638227775217319379  1194528   27563    31  31  1   1   4.759674 4.943222 0.4670006   0.5298333   0.4836981   0.4799209   34.3183  2.173782  -29.77467  -30.98994  3.874924  -30.90494  -0.02560425  0.05940247  0.9978943  0.007080078  0.03649902  0.9992981  1   0  0  0    0    0.5657763   0.5657763   False 0   0
638227775217429102  1194537   27564    31  31  1   1   4.829285 4.945023 0.4666622   0.5301436   0.4843851   0.4798722   34.30147  2.251999  -30.01816  -31.01073  3.823639  -30.74557  -0.01879883  0.05415344  0.9983521  0.007461548  0.03918457  0.9991913  1   0  0  0    0    0.5588647   0.5588647   False 0   0
638227775217662993  1194553   27566    31  31  1   1   4.858658 4.907211 0.468942   0.5295824   0.4866835   0.4798987   34.25354  2.23526  -29.85468  -31.05516  3.865631  -30.86548  -0.02372742  0.05175781  0.9983673  0.001663208  0.03605652  0.9993439  1   0  0  0    0    0.5638762   0.5638762   False 0   0
638227775217903488  1194570   27568    31  31  1   1   4.869843 4.952972 0.4692269   0.5292532   0.4866542   0.4796275   34.2505  2.112228  -29.48116  -31.06137  3.84343  -30.82214  -0.02546692  0.06051636  0.9978333  0.003707886  0.04121399  0.9991302  1   0  0  0    0    0.5690002   0.5690002   False 0   0
638227775218133798  1194587   27570    31  31  1   1   4.9617 5.102829 0.4448744   0.5413092   0.4629837   0.4932884   34.63876  2.028305  -30.01088  -30.59096  3.601196  -30.90892  0.05627441  0.02645874  0.9980621  0.05867004  0.009048462  0.99823  1   0  0  0    0    0.5417299   0.5417299   False 0   0
638227775218288564  1194603   27572    31  31  1   1   4.745285 5.036758 0.4181487   0.5559519   0.4324636   0.5071292   35.12166  2.215057  -31.43446  -30.06786  3.350967  -30.83922  0.1276855  -0.0349884  0.9911804  0.1491547  -0.03358459  0.9882355  1   0  0  0    0    0.4748867   0.4748867   False 0   0
638227775218518678  1194628   27575    31  31  1   1   5.021881 5.095322 0.3989422   0.5662261   0.4134791   0.5173721   35.35847  1.684052  -30.17157  -29.75006  3.610947  -32.26334  0.2106171  -0.06115723  0.975647  0.2002716  -0.07499695  0.9768524  1   0  0  0    0    0.4270871   0.4270871   False 0   0
638227775218728100  1194645   27577    31  31  1   1   5.003128 5.085144 0.4003599   0.5675381   0.4167757   0.5173066   35.35187  1.67952  -30.16595  -29.82971  3.475571  -31.71426  0.2015076  -0.0708313  0.9769135  0.1992493  -0.07798767  0.9768372  1   0  0  0    0    0.3963408   0.3963408   False 0   0
638227775218857755  1194653   27578    31  31  1   1   4.974792 5.047043 0.4036826   0.5664705   0.422263   0.5180457   35.32314  1.682693  -30.17932  -29.93109  3.478973  -31.71452  0.1841888  -0.0632019  0.9808502  0.1852417  -0.08474731  0.9790192  1   0  0  0    0    0.3832752   0.3832752   False 0   0
638227775218975606  1194670   27580    31  31  1   1   4.87973 5.083633 0.4056293   0.5664986   0.423035   0.5185959   35.30643  1.685837  -30.19757  -29.94762  3.457443  -31.6427  0.1741791  -0.0639801  0.9826202  0.1844177  -0.08805847  0.9788818  1   0  0  0    0    0.3782691   0.3782691   False 0   0
638227775219170397  1194695   27583    31  31  1   1   4.936798 5.032837 0.4061805   0.5675417   0.4241615   0.5173342   35.29855  1.68399  -30.20036  -29.96545  3.449051  -31.61325  0.1716919  -0.07072449  0.982605  0.180603  -0.07922363  0.9803467  1   0  0  0    0    0.3624829   0.3624829   False 0   0
638227775219320512  1194703   27584    31  31  1   1   4.881393 4.999329 0.4076883   0.5664217   0.4263324   0.5171319   35.28148  1.690201  -30.22137  -30.0089  3.412323  -31.54417  0.1651459  -0.06285095  0.9842529  0.1760254  -0.07351685  0.9816284  1   0  0  0    0    0.3494458   0.3494458   False 0   0
638227775219430219  1194712   27585    31  31  1   1   4.766556 5.024567 0.4092172   0.5673943   0.4280105   0.5190773   35.26974  1.690338  -30.24408  -30.03737  3.364563  -31.41812  0.1569366  -0.06971741  0.9851379  0.171814  -0.08413696  0.9815216  1   0  0  0    0    0.3424491   0.3424491   False 0   0
638227775219529982  1194728   27587    31  31  1   1   4.783905 5.048904 0.4105214   0.5673793   0.4284429   0.5182071   35.257  1.693298  -30.26132  -30.04453  3.292221  -31.18028  0.1503143  -0.06913757  0.9862061  0.1715546  -0.07572937  0.982254  1   0  0  0    0    0.3364566   0.3364566   False 0   0
638227775219739112  1194753   27590    31  31  1   1   4.812988 4.947266 0.4112139   0.5680857   0.4311388   0.5187435   35.25056  1.702591  -30.2953  -30.05904  3.360794  -31.47415  0.1464386  -0.07421875  0.9864197  0.1539612  -0.07769775  0.9850006  1   0  0  0    0    0.3415972   0.3415972   False 0   0
638227775219868757  1194762   27591    31  31  1   1   4.70491 5.010864 0.4127252   0.5678122   0.4329084   0.5206639   35.23267  1.767487  -30.54068  -30.10292  3.323883  -31.3791  0.1396332  -0.07221985  0.9875488  0.1530762  -0.08850098  0.9842377  1   0  0  0    0    0.3284149   0.3284149   False 0   0
638227775219978511  1194778   27593    31  31  1   1   4.775009 5.003799 0.4138305   0.567524   0.4330477   0.5206398   35.22601  1.819382  -30.73766  -30.1219  3.337585  -31.45872  0.1322479  -0.06872559  0.9888153  0.1565857  -0.08628845  0.9838867  1   0  0  0    0    0.3069959   0.3069959   False 0   0
638227775220181994  1194795   27595    31  31  1   1   4.75708 5.072754 0.4146294   0.5680681   0.4347355   0.5212662   35.18193  1.746933  -30.48953  -30.13544  3.353119  -31.52985  0.1386414  -0.07183838  0.9877319  0.1479645  -0.08966064  0.9849091  1   0  0  0    0    0.3104116   0.3104116   False 0   0
638227775220321698  1194795   27595    31  31  1   1   4.744217 5.039841 0.4175158   0.5671893   0.4375272   0.5213795   35.15431  1.730652  -30.44978  -30.15598  3.330505  -31.45181  0.1243744  -0.06401062  0.9901581  0.1329498  -0.09046936  0.986969  1   0  0  0    0    0.3104116   0.3104116   False 0   0
638227775220508954  1194837   27600    31  31  1   1   4.803467 4.986908 0.4187196   0.5679799   0.440275   0.5197952   35.11751  1.707169  -30.3459  -30.20656  3.246964  -31.16281  0.124939  -0.07084656  0.989624  0.1264343  -0.07814026  0.9888916  1   0  0  0    0    0.3332111   0.3332111   False 0   0
638227775220738701  1194845   27601    31  31  1   1   4.845306 4.987152 0.4211912   0.5689377   0.4424136   0.5191559   35.05907  1.712311  -30.33556  -30.2798  3.20784  -30.9541  0.1214752  -0.07974243  0.9893799  0.1301727  -0.07803345  0.9884033  1   0  0  0    0    0.3188913   0.3188913   False 0   0
638227775220868355  1194853   27602    31  31  1   1   4.808899 4.965973 0.4253619   0.5663698   0.4467976   0.5189803   34.99796  1.769012  -30.45134  -30.32237  3.236603  -31.10487  0.1063995  -0.06698608  0.9920502  0.1083984  -0.07394409  0.9913483  1   0  0  0    0    0.3112062   0.3112062   False 0   0
638227775221067823  1194878   27605    31  31  1   1   4.73848 4.928406 0.427783   0.5647013   0.4505134   0.5186787   34.93311  1.804993  -30.53021  -30.4039  3.209412  -31.00252  0.1058197  -0.05841064  0.9926605  0.1020966  -0.0723114  0.9921265  1   0  0  0    0    0.3050413   0.3050413   False 0   0
638227775221287230  1194887   27606    31  31  1   1   4.759048 4.975479 0.4313515   0.5647423   0.4537199   0.5193549   34.86601  1.77594  -30.41391  -30.4404  3.296555  -31.26123  0.09669495  -0.05915833  0.9935455  0.08755493  -0.08123779  0.9928284  1   0  0  0    0    0.3040302   0.3040302   False 0   0
638227775221426852  1194912   27609    31  31  1   1   4.744034 4.945007 0.4308769   0.5645036   0.453056   0.5203897   34.9855  1.941238  -31.04077  -30.41809  3.23999  -31.14629  0.067276  -0.05592346  0.9961548  0.08683777  -0.08247375  0.9927979  1   0  0  0    0    0.2944687   0.2944687   False 0   0
638227775221606378  1194945   27613    31  31  1   1   4.963989 5.063431 0.3859106   0.5781693   0.4058343   0.5296141   35.61674  1.58931  -30.4642  -29.61617  3.174576  -31.54492  0.2369537  -0.1049194  0.9658203  0.2245026  -0.1020355  0.969101  1   0  0  0    0    0.2859173   0.2859173   False 0   0
638227775221755979  1194953   27614    31  31  1   1   4.927032 5.141312 0.3694478   0.5830064   0.3868371   0.535248   35.87538  1.512863  -30.54237  -29.29788  3.055649  -31.3969  0.2901001  -0.1136017  0.9502106  0.2807465  -0.1201477  0.9522247  1   0  0  0    0    0.286374   0.286374   False 0   0
638227775221865685  1194962   27615    31  31  1   1   4.985352 5.138947 0.3696325   0.5832901   0.3866363   0.5362001   35.89322  1.508194  -30.53836  -29.30093  3.040833  -31.38609  0.2837982  -0.1148376  0.9519653  0.282959  -0.1239319  0.9510803  1   0  0  0    0    0.2723503   0.2723503   False 0   0
638227775222098187  1194987   27618    31  31  1   1   4.989792 5.077805 0.3724033   0.5841016   0.3906765   0.5372304   35.80824  1.476135  -30.52133  -29.37021  3.028152  -31.40634  0.2856903  -0.1132355  0.9515991  0.2711792  -0.1275635  0.9540253  1   0  0  0    0    0.2658756   0.2658756   False 0   0
638227775222297940  1194995   27619    31  31  1   1   4.968231 5.180893 0.3740764   0.5831637   0.3934391   0.536391   35.76097  1.485474  -30.51593  -29.42302  3.024658  -31.41521  0.2860413  -0.1090698  0.9519806  0.2656097  -0.1198883  0.9565887  1   0  0  0    0    0.2664399   0.2664399   False 0   0
638227775222641795  1195037   27624    31  31  1   1   5.036835 5.154999 0.3814045   0.5825849   0.4008301   0.5362816   35.72122  1.526077  -30.47264  -29.52731  3.114761  -31.69748  0.2418976  -0.1204224  0.9627838  0.2376099  -0.1234131  0.9634857  1   0  0  0    0    0.2642615   0.2642615   False 0   0
638227775222838499  1195053   27626    31  31  1   1   5.001907 5.094971 0.3825446   0.5827061   0.4025983   0.5361878   35.66891  1.526764  -30.46948  -29.57143  3.166656  -31.87915  0.2474213  -0.121521  0.9612427  0.234726  -0.1235809  0.9641571  1   0  0  0    0    0.2641231   0.2641231   False 0   0
638227775222983150  1195070   27628    31  31  1   1   4.922134 5.045013 0.388958   0.5814217   0.4089127   0.5346928   35.58026  1.53067  -30.4465  -29.69681  3.158417  -31.71191  0.2235107  -0.1160583  0.9677582  0.2218628  -0.1230927  0.9672699  1   0  0  0    0    0.2561792   0.2561792   False 0   0
638227775223182657  1195095   27631    31  31  1   1   4.922501 4.981201 0.3907667   0.5830703   0.4114223   0.5353269   35.53467  1.548065  -30.4305  -29.73776  3.134598  -31.63853  0.2217865  -0.1340179  0.9658356  0.2141724  -0.1272736  0.9684601  1   0  0  0    0    0.2714012   0.2714012   False 0   0
638227775223312323  1195103   27632    31  31  1   1   4.843002 5.002533 0.3956946   0.5805353   0.4156831   0.533825   35.47238  1.56955  -30.41512  -29.81155  3.161667  -31.77306  0.2021027  -0.1230011  0.9716034  0.201889  -0.1143646  0.972702  1   0  0  0    0    0.2695044   0.2695044   False 0   0
638227775223419167  1195120   27634    31  31  1   1   4.848633 4.998764 0.3964071   0.581196   0.416851   0.5329031   35.45219  1.565796  -30.40877  -29.83746  3.183334  -31.8521  0.2020111  -0.1273193  0.9710693  0.1996918  -0.1078339  0.9738922  1   0  0  0    0    0.2669174   0.2669174   False 0   0
638227775223538765  1195128   27635    31  31  1   1   4.903854 4.984924 0.3992704   0.5796037   0.4209502   0.5317894   35.3933  1.564178  -30.4106  -29.90718  3.201263  -31.88667  0.1962433  -0.1144257  0.9738464  0.1877136  -0.1023712  0.9768677  1   0  0  0    0    0.265529   0.265529   False 0   0
638227775223837965  1195153   27638    31  31  1   1   4.786667 4.971893 0.4005217   0.5802407   0.4222939   0.5310985   35.36324  1.565353  -30.4079  -29.92932  3.158279  -31.72035  0.1951447  -0.1204529  0.9733429  0.1842804  -0.09823608  0.9779358  1   0  0  0    0    0.2401212   0.2401212   False 0   0
638227775223917786  1195162   27639    31  31  1   1   4.766968 5.044968 0.4052916   0.5790064   0.4267664   0.5306133   35.30261  1.578735  -30.39633  -29.98824  3.205521  -31.83145  0.1756287  -0.1162109  0.9775696  0.1670532  -0.09895325  0.980957  1   0  0  0    0    0.2186583   0.2186583   False 0   0
638227775224137163  1195195   27643    31  31  1   1   4.825745 5.01358 0.402601   0.5786973   0.4260834   0.5313664   35.3549  1.572784  -30.41156  -29.95467  3.162598  -31.67931  0.181778  -0.1107483  0.977066  0.1638336  -0.1042023  0.980957  1   0  0  0    0    0.2325862   0.2325862   False 0   0
638227775224326659  1195203   27644    31  31  1   1   4.945511 5.034225 0.390707   0.5814312   0.4133323   0.5335321   35.55217  1.546432  -30.44951  -29.71735  3.238892  -32.07207  0.2177429  -0.1200104  0.9685822  0.1937256  -0.1110229  0.9747467  1   0  0  0    0    0.2345148   0.2345148   False 0   0
638227775224456345  1195228   27647    31  31  0.8532029   1   4.960785 5.044617 0.3433656   0.5874972   0.3647453   0.5430663   36.24576  1.477005  -30.73599  -28.87233  3.009445  -31.73843  0.381897  -0.1172028  0.9167328  0.3260803  -0.1386108  0.9351196  1   0  0  0    0    0   0.2313571   False 0   0
638227775224645839  1195245   27649    31  31  1   1   5.037811 5.001999 0.3272695   0.5953887   0.3455759   0.5477902   36.52724  1.425629  -30.84846  -28.59404  2.962845  -31.84041  0.4215393  -0.1495972  0.8943787  0.3874207  -0.1490326  0.9097595  1   0  0  0    0    0.2532467   0.2532467   False 0   0
638227775224805415  1195253   27650    31  31  1   1   5.1315 5.058807 0.3286912   0.5967966   0.347901   0.5473971   36.52303  1.410278  -30.83168  -28.62184  2.9505  -31.83228  0.4120026  -0.1574554  0.8974609  0.3790283  -0.1443329  0.9140472  1   0  0  0    0    0.2649943   0.2649943   False 0   0
638227775224915119  1195262   27651    31  31  1   1   5.008224 5.041458 0.3312082   0.595078   0.3529062   0.5479007   36.49408  1.39653  -30.81802  -28.70079  2.944107  -31.80673  0.402359  -0.1442566  0.9040375  0.3643646  -0.1491547  0.91922  1   0  0  0    0    0.2542827   0.2542827   False 0   0
638227775225104608  1195278   27653    31  31  1   1   5.008224 5.041458 0.3312082   0.595078   0.3529062   0.5479007   36.49408  1.39653  -30.81802  -28.70079  2.944107  -31.80673  0.402359  -0.1442566  0.9040375  0.3643646  -0.1491547  0.91922  1   0  0  0    0    0.2349929   0.2349929   False 0   0
638227775225259266  1195295   27655    31  31  0.8436519   1   5.017334 5.04068 0.3379504   0.5935788   0.35849   0.544957   36.39886  1.400665  -30.76808  -28.78052  2.965378  -31.78477  0.3793793  -0.1398926  0.9145966  0.3460846  -0.1365356  0.9282074  1   0  0  0    0    0   0.2320004   False 0   0
638227775225460354  1195320   27658    31  31  0.8320894   1   4.941727 5.034561 0.3431461   0.592806   0.3629256   0.5436776   36.36217  1.398972  -30.7316  -28.85732  2.978775  -31.76253  0.3519287  -0.139328  0.9255829  0.334671  -0.133255  0.9328613  1   0  0  0    0    0   0.2176875   False 0   0
638227775225679775  1195345   27661    31  31  1   1   4.956863 5.042389 0.3492574   0.5890661   0.3700044   0.5424698   36.23906  1.438248  -30.69415  -29.00081  3.030563  -31.71944  0.3407135  -0.1252441  0.931778  0.3215179  -0.1412506  0.9362946  1   0  0  0    0    0.2000197   0.2000197   False 0   0
638227775225900701  1195362   27663    31  31  1   1   4.953522 5.012207 0.3547128   0.5880956   0.3760315   0.5404715   36.1599  1.469131  -30.64716  -29.12361  3.073532  -31.69041  0.3220367  -0.130722  0.9376526  0.3100433  -0.1405334  0.9402618  1   0  0  0    0    0.2289143   0.2289143   False 0   0
638227775226030392  1195370   27664    31  31  1   1   4.959625 5.082306 0.3619088   0.5871079   0.3834376   0.5398729   35.9789  1.480713  -30.58044  -29.276  3.100891  -31.67418  0.3173676  -0.131073  0.9391937  0.2968292  -0.1446686  0.9438934  1   0  0  0    0    0.2444213   0.2444213   False 0   0
638227775226150071  1195387   27666    31  31  1   1   4.821121 5.014984 0.3686494   0.5876584   0.3888209   0.5369404   35.88997  1.473892  -30.54372  -29.35234  3.113434  -31.70743  0.2914886  -0.1384735  0.9464874  0.2775116  -0.1260223  0.9524078  1   0  0  0    0    0.2333237   0.2333237   False 0   0
638227775226338633  1195412   27669    31  31  1   1   4.853897 5.02037 0.3702168   0.586149   0.3913546   0.5377194   35.91954  1.504196  -30.53107  -29.37949  3.114578  -31.72255  0.2722778  -0.1371765  0.9523773  0.2664185  -0.1313171  0.9548645  1   0  0  0    0    0.2346567   0.2346567   False 0   0
638227775226483312  1195428   27671    31  31  1   1   4.93222 5.115845 0.3770859   0.5857084   0.3951867   0.5381938   35.79912  1.489609  -30.50284  -29.48473  3.122574  -31.73909  0.2530975  -0.1324158  0.9583282  0.2662964  -0.1351624  0.954361  1   0  0  0    0    0.2419067   0.2419067   False 0   0
638227775226789090  1195445   27673    31  31  1   1   4.888184 5.125473 0.3806258   0.5853527   0.4006046   0.537342   35.72426  1.499222  -30.48633  -29.56462  3.177902  -31.92058  0.2468414  -0.1337738  0.9597626  0.2471161  -0.1312103  0.9600525  1   0  0  0    0    0.2534813   0.2534813   False 0   0
638227775226998079  1195470   27676    31  31  1   1   4.83728 5.027969 0.3885479   0.5850847   0.4085878   0.5371121   35.59073  1.504349  -30.45691  -29.68109  3.208786  -31.99849  0.2233734  -0.1363373  0.9651489  0.2186737  -0.1333923  0.966629  1   0  0  0    0    0.2229896   0.2229896   False 0   0
638227775227132774  1195495   27679    31  31  1   1   4.877975 5.0672 0.3973191   0.5833943   0.4169432   0.5372309   35.43945  1.534424  -30.41864  -29.8199  3.144592  -31.8208  0.1980133  -0.1347046  0.9708862  0.1951904  -0.1309509  0.9719696  1   0  0  0    0    0.2194132   0.2194132   False 0   0
638227775227249190  1195503   27680    31  31  1   1   4.907898 5.030197 0.3979963   0.5833986   0.4171452   0.536181   35.46875  1.540817  -30.41353  -29.81026  3.138535  -31.80447  0.1849365  -0.1371307  0.9731293  0.1911316  -0.1233673  0.9737701  1   0  0  0    0    0.2174939   0.2174939   False 0   0
638227775227368861  1195503   27680    31  31  1   1   4.933945 4.956451 0.3884907   0.5825776   0.4072354   0.5362096   35.62094  1.559845  -30.44821  -29.6476  3.190506  -31.98975  0.2158508  -0.1326447  0.9673615  0.2194366  -0.1233368  0.9677887  1   0  0  0    0    0.2174939   0.2174939   False 0   0
638227775227475332  1195512   27681    31  31  1   1   4.900223 5.18161 0.3575676   0.5807033   0.3755481   0.5370104   36.05963  1.612854  -30.61415  -29.13446  3.151413  -31.80418  0.3292542  -0.1155548  0.9371338  0.3166656  -0.1265411  0.9400482  1   0  0  0    0    0.2049432   0.2049432   False 0   0
638227775227585034  1195528   27683    31  31  1   1   4.939377 5.060715 0.3424424   0.5807972   0.3628986   0.5364687   36.24394  1.63736  -30.71255  -28.85251  3.149826  -31.84807  0.3904419  -0.110672  0.9139404  0.333374  -0.1187744  0.9352722  1   0  0  0    0    0.1842056   0.1842056   False 0   0
638227775227709778  1195537   27684    31  31  1   1   4.977936 5.032516 0.3280854   0.5794132   0.3444965   0.5380662   36.45889  1.667435  -30.8362  -28.59543  3.142944  -31.9422  0.4369049  -0.09519958  0.8944397  0.3947296  -0.117691  0.9112244  1   0  0  0    0    0.1730762   0.1730762   False 0   0
638227775227898402  1195562   27687    31  31  1   1   4.976776 5.060745 0.3304788   0.5796729   0.3461969   0.5380393   36.44559  1.662552  -30.81595  -28.62117  3.146652  -31.93158  0.4233704  -0.09869385  0.9005585  0.389801  -0.1194916  0.9131012  1   0  0  0    0    0.3251672   0.3251672   False 0   0
638227775228048003  1195578   27689    31  31  1   1   4.925644 5.022446 0.3393832   0.579356   0.3566371   0.5341105   36.34656  1.664291  -30.73572  -28.7782  3.172195  -31.88611  0.3859406  -0.1062775  0.9163666  0.3574829  -0.1036987  0.9281311  1   0  0  0    0    0.2692878   0.2692878   False 0   0
638227775228167690  1195587   27690    31  31  1   1   4.97139 5.039566 0.3453788   0.5800008   0.3630502   0.5317228   36.25356  1.673264  -30.68292  -28.92372  3.219635  -31.85027  0.3668671  -0.1181946  0.9227142  0.3496704  -0.1014252  0.9313507  1   0  0  0    0    0.2392986   0.2392986   False 0   0
638227775228387100  1195612   27693    31  31  0.8517638   1   4.940857 5.055893 0.3481169   0.577951   0.3676563   0.5319337   36.20018  1.67897  -30.66998  -28.99228  3.234741  -31.82712  0.3615265  -0.1060181  0.9263  0.335144  -0.1091003  0.9358215  1   0  0  0    0    0   0.2523256   False 0   0
638227775228506772  1195628   27695    31  31  1   1   4.838974 5.067566 0.3574574   0.5755293   0.3769035   0.5276891   36.04044  1.683289  -30.60837  -29.16643  3.28801  -31.7951  0.3362122  -0.09585571  0.9368896  0.3144989  -0.09552002  0.9444275  1   0  0  0    0    0.2487199   0.2487199   False 0   0
638227775228636430  1195637   27696    31  31  1   1   4.947479 5.037399 0.3642498   0.5739825   0.3823814   0.5266714   35.92296  1.700989  -30.56415  -29.25089  3.311905  -31.77631  0.3174133  -0.0922699  0.9437714  0.2971649  -0.0965271  0.9499207  1   0  0  0    0    0.2467848   0.2467848   False 0   0
638227775228728757  1195653   27698    31  31  1   1   4.932114 5.042496 0.3663358   0.5742558   0.3843699   0.5259127   35.88733  1.704605  -30.54726  -29.30301  3.341049  -31.78915  0.3114777  -0.09686279  0.9452972  0.2961578  -0.0975647  0.9501343  1   0  0  0    0    0.2557444   0.2557444   False 0   0
638227775228939239  1195670   27700    31  31  1   1   4.806854 5.038605 0.3702745   0.5750381   0.3879362   0.5247489   35.81918  1.720474  -30.51318  -29.35272  3.364227  -31.81573  0.3006287  -0.110672  0.9472809  0.2833862  -0.09388733  0.9543915  1   0  0  0    0    0.2699102   0.2699102   False 0   0
638227775229078866  1195687   27702    31  31  1   1   4.780228 4.988831 0.3768095   0.5730154   0.3937395   0.5239267   35.72652  1.742905  -30.47888  -29.44966  3.417557  -31.99731  0.2772064  -0.1053009  0.9550171  0.2653809  -0.08996582  0.9599304  1   0  0  0    0    0.2671063   0.2671063   False 0   0
638227775229258386  1195695   27703    31  31  1   1   4.755112 4.974228 0.3863765   0.5692726   0.404622   0.5232428   35.58722  1.795166  -30.42729  -29.64514  3.362411  -31.67651  0.2436523  -0.09622192  0.9650726  0.2389832  -0.09417725  0.9664307  1   0  0  0    0    0.2656015   0.2656015   False 0   0
638227775229408002  1195720   27706    31  31  1   1   4.809174 4.988678 0.3904411   0.5697315   0.4067205   0.5231008   35.52701  1.794708  -30.40823  -29.70164  3.447586  -31.90475  0.2289886  -0.1010132  0.9681702  0.2372284  -0.09899902  0.9663849  1   0  0  0    0    0.2660982   0.2660982   False 0   0
638227775229534134  1195728   27707    31  31  1   1   4.763092 4.987411 0.3928687   0.569769   0.4100567   0.5228565   35.46939  1.797882  -30.39391  -29.7664  3.473648  -31.98451  0.2262726  -0.103363  0.9685516  0.2294006  -0.09863281  0.9683075  1   0  0  0    0    0.2752396   0.2752396   False 0   0
638227775229728661  1195745   27709    31  31  1   1   4.741455 4.898102 0.3991038   0.5683085   0.4163663   0.5225807   35.36009  1.800629  -30.38176  -29.86885  3.566635  -32.29257  0.2088318  -0.09446716  0.9733734  0.2082672  -0.1000214  0.9729309  1   0  0  0    0    0.2678091   0.2678091   False 0   0
638227775229898214  1195770   27712    31  31  1   1   4.515518 4.886612 0.4076596   0.5649976   0.4244212   0.5217392   35.28448  1.807037  -30.37535  -29.98308  3.475311  -31.97862  0.1657867  -0.07463074  0.9833221  0.1808319  -0.09329224  0.9790649  1   0  0  0    0    0.2349006   0.2349006   False 0   0
638227775230098343  1195778   27713    31  31  1   1   4.604492 4.901276 0.3853307   0.5729601   0.4005527   0.5292743   35.57854  1.757385  -30.44395  -29.55511  3.337708  -32.08229  0.253479  -0.113205  0.9606781  0.2426453  -0.103714  0.9645386  1   0  0  0    0    0.2193796   0.2193796   False 0   0
638227775230208045  1195787   27714    31  31  1   1   4.717636 4.821945 0.359208   0.5794816   0.3739799   0.5364855   35.96927  1.652206  -30.60655  -29.14105  3.193222  -31.97856  0.3415527  -0.1172333  0.9325104  0.3251495  -0.1222382  0.9377136  1   0  0  0    0    0.2305769   0.2305769   False 0   0
638227775230317742  1195803   27716    31  31  1   1   4.735291 4.823181 0.3446081   0.5866352   0.357881   0.5427653   36.17642  1.56456  -30.70313  -28.85005  3.081253  -32.05791  0.3915253  -0.1361694  0.9100189  0.3634033  -0.1307983  0.9223938  1   0  0  0    0    0.2399421   0.2399421   False 0   0
638227775230516849  1195820   27718    31  31  1   1   4.774994 4.80159 0.3451709   0.5885773   0.358873   0.5451143   36.18564  1.539001  -30.70512  -28.87476  3.058365  -32.05618  0.3845673  -0.1440125  0.9117737  0.3623962  -0.141861  0.9211578  1   0  0  0    0    0.1949756   0.1949756   False 0   0
638227775230726279  1195820   27718    31  31  1   1   4.695267 4.697784 0.3504466   0.591344   0.3672856   0.5465752   36.09918  1.508438  -30.66756  -29.02388  3.0401  -32.00946  0.3686218  -0.1606293  0.9155884  0.3408813  -0.1526184  0.9276276  1   0  0  0    0    0.1949756   0.1949756   False 0   0
638227775230945699  1195870   27724    31  31  1   1   4.620209 4.701279 0.3612068   0.5876029   0.3783696   0.5426845   35.92726  1.502426  -30.59447  -29.26039  3.083664  -31.97575  0.3365631  -0.139801  0.9312134  0.3231201  -0.1397247  0.9359741  1   0  0  0    0    0.2010521   0.2010521   False 0   0
638227775231095296  1195886   27726    31  31  1   1   4.592285 4.733932 0.3682465   0.5869688   0.3852617   0.5410558   35.87662  1.524628  -30.54279  -29.37819  3.127106  -31.9586  0.2985992  -0.1475067  0.9429016  0.3048706  -0.141098  0.941864  1   0  0  0    0    0.2326994   0.2326994   False 0   0
638227775231200103  1195895   27727    31  31  1   1   4.547394 4.670563 0.3770436   0.5882306   0.3953837   0.5422711   35.73235  1.495255  -30.50385  -29.52646  3.092331  -31.94679  0.2716217  -0.1535339  0.9500732  0.2706757  -0.1439056  0.9518433  1   0  0  0    0    0.2496837   0.2496837   False 0   0
638227775231309814  1195911   27729    31  31  1   1   4.618149 4.596024 0.3807027   0.5863212   0.3987519   0.5416825   35.66043  1.516251  -30.48674  -29.57013  3.109146  -31.95485  0.2637177  -0.1459351  0.9534912  0.2573395  -0.1443329  0.9554749  1   0  0  0    0    0.2531863   0.2531863   False 0   0
638227775231516146  1195920   27730    31  31  1   1   4.618149 4.596024 0.3807027   0.5863212   0.3987519   0.5416825   35.66043  1.516251  -30.48674  -29.57013  3.109146  -31.95485  0.2637177  -0.1459351  0.9534912  0.2573395  -0.1443329  0.9554749  1   0  0  0    0    0.2550661   0.2550661   False 0   0
638227775231725594  1195945   27733    31  31  1   1   4.487259 4.541412 0.3903539   0.5831601   0.4076962   0.5336363   35.51082  1.583984  -30.43547  -29.70721  3.300659  -32.32443  0.2324982  -0.1459351  0.9615784  0.2264862  -0.1113739  0.9676208  1   0  0  0    0    0.2699155   0.2699155   False 0   0
638227775231900189  1195978   27737    31  31  1   1   4.4245 4.587265 0.3935059   0.5811154   0.4108303   0.533039   35.47914  1.596817  -30.42068  -29.76476  3.275864  -32.15833  0.2179718  -0.136261  0.9663849  0.2198944  -0.1122589  0.9690247  1   0  0  0    0    0.2914111   0.2914111   False 0   0
